attempt_id,order_id,attempt_number,attempt_date,attempt_status,failure_reason,customer_contacted,rescheduled,delivery_agent_note
ATT-01579,ORD-11486,1,2026-06-18,DELIVERED,,True,False,Delivered successfully
ATT-01580,ORD-11487,1,2026-07-17,DELIVERED,,True,False,Delivered successfully
ATT-01581,ORD-11488,1,2026-08-16,DELIVERED,,True,False,Delivered successfully
ATT-01582,ORD-11489,1,2026-08-22,DELIVERED,,True,False,Delivered successfully
ATT-01583,ORD-11490,1,2026-07-08,DELIVERED,,True,False,Delivered successfully
ATT-01584,ORD-11491,1,2026-08-07,DELIVERED,,True,False,Delivered successfully
ATT-01585,ORD-11492,1,2026-08-31,DELIVERED,,True,False,Delivered successfully
ATT-01586,ORD-11493,1,2026-07-26,DELIVERED,,True,False,Delivered successfully
ATT-01587,ORD-11494,1,2026-08-31,DELIVERED,,True,False,Delivered successfully
ATT-01588,ORD-11495,1,2026-08-25,DELIVERED,,True,False,Delivered successfully
ATT-01589,ORD-11496,1,2026-06-08,DELIVERED,,True,False,Delivered successfully
ATT-01590,ORD-11497,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-01591,ORD-11498,1,2026-07-23,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-01592,ORD-11498,2,2026-07-23,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-01593,ORD-11499,1,2026-06-22,DELIVERED,,True,False,Delivered successfully
ATT-01594,ORD-11500,1,2026-09-01,DELIVERED,,True,False,Delivered successfully
ATT-01595,ORD-11501,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-01596,ORD-11502,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-01597,ORD-11503,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-01598,ORD-11504,1,2026-09-01,FAILED,CUSTOMER_REFUSED,False,False,Delivery attempt unsuccessful
ATT-01599,ORD-11504,2,2026-09-01,FAILED,CUSTOMER_UNAVAILABLE,False,False,Delivery attempt unsuccessful
ATT-01600,ORD-11505,1,2026-07-07,DELIVERED,,True,False,Delivered successfully
ATT-01601,ORD-11506,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-01602,ORD-11507,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-01603,ORD-11508,1,2026-07-14,DELIVERED,,True,False,Delivered successfully
ATT-01604,ORD-11509,1,2026-07-17,DELIVERED,,True,False,Delivered successfully
ATT-01605,ORD-11510,1,2026-08-05,DELIVERED,,True,False,Delivered successfully
ATT-01606,ORD-11511,1,2026-08-10,DELIVERED,,True,False,Delivered successfully
ATT-01607,ORD-11512,1,2026-08-13,DELIVERED,,True,False,Delivered successfully
ATT-01608,ORD-11513,1,2026-06-27,DELIVERED,,True,False,Delivered successfully
ATT-01609,ORD-11514,1,2026-06-24,DELIVERED,,True,False,Delivered successfully
ATT-01610,ORD-11515,1,2026-06-18,DELIVERED,,True,False,Delivered successfully
ATT-01611,ORD-11516,1,2026-07-03,DELIVERED,,True,False,Delivered successfully
ATT-01612,ORD-11517,1,2026-06-15,DELIVERED,,True,False,Delivered successfully
ATT-01613,ORD-11518,1,2026-07-11,DELIVERED,,True,False,Delivered successfully
ATT-01614,ORD-11519,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-01615,ORD-11520,1,2026-08-21,DELIVERED,,True,False,Delivered successfully
ATT-01616,ORD-11521,1,2026-06-23,DELIVERED,,True,False,Delivered successfully
ATT-01617,ORD-11522,1,2026-07-19,FAILED,CUSTOMER_RESCHEDULED,True,True,Delivery attempt unsuccessful
ATT-01618,ORD-11522,2,2026-07-19,FAILED,DELIVERY_DELAY,True,False,Delivery attempt unsuccessful
ATT-01619,ORD-11523,1,2026-06-12,DELIVERED,,True,False,Delivered successfully
ATT-01620,ORD-11524,1,2026-08-20,DELIVERED,,True,False,Delivered successfully
ATT-01621,ORD-11525,1,2026-08-08,DELIVERED,,True,False,Delivered successfully
ATT-01622,ORD-11526,1,2026-07-14,DELIVERED,,True,False,Delivered successfully
ATT-01623,ORD-11527,1,2026-08-29,DELIVERED,,True,False,Delivered successfully
ATT-01624,ORD-11528,1,2026-06-17,DELIVERED,,True,False,Delivered successfully
ATT-01625,ORD-11529,1,2026-08-28,DELIVERED,,True,False,Delivered successfully
ATT-01626,ORD-11530,1,2026-06-28,DELIVERED,,True,False,Delivered successfully
ATT-01627,ORD-11531,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-01628,ORD-11532,1,2026-07-03,DELIVERED,,True,False,Delivered successfully
ATT-01629,ORD-11533,1,2026-08-30,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-01630,ORD-11534,1,2026-07-24,DELIVERED,,True,False,Delivered successfully
ATT-01631,ORD-11535,1,2026-06-09,DELIVERED,,True,False,Delivered successfully
ATT-01632,ORD-11536,1,2026-07-12,DELIVERED,,True,False,Delivered successfully
ATT-01633,ORD-11537,1,2026-07-25,DELIVERED,,True,False,Delivered successfully
ATT-01634,ORD-11538,1,2026-06-16,DELIVERED,,True,False,Delivered successfully
ATT-01635,ORD-11539,1,2026-08-17,DELIVERED,,True,False,Delivered successfully
ATT-01636,ORD-11540,1,2026-08-25,FAILED,COD_AMOUNT_NOT_READY,True,False,Delivery attempt unsuccessful
ATT-01637,ORD-11540,2,2026-08-25,FAILED,CUSTOMER_UNAVAILABLE,False,False,Delivery attempt unsuccessful
ATT-01638,ORD-11541,1,2026-06-05,DELIVERED,,True,False,Delivered successfully
ATT-01639,ORD-11542,1,2026-08-15,DELIVERED,,True,False,Delivered successfully
ATT-01640,ORD-11543,1,2026-08-30,DELIVERED,,True,False,Delivered successfully
ATT-01641,ORD-11544,1,2026-08-22,FAILED,DELIVERY_DELAY,True,False,Delivery attempt unsuccessful
ATT-01642,ORD-11544,2,2026-08-22,FAILED,CUSTOMER_REFUSED,False,False,Delivery attempt unsuccessful
ATT-01643,ORD-11545,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-01644,ORD-11546,1,2026-08-12,DELIVERED,,True,False,Delivered successfully
ATT-01645,ORD-11547,1,2026-06-18,DELIVERED,,True,False,Delivered successfully
ATT-01646,ORD-11548,1,2026-07-22,DELIVERED,,True,False,Delivered successfully
ATT-01647,ORD-11549,1,2026-08-27,DELIVERED,,True,False,Delivered successfully
ATT-01648,ORD-11550,1,2026-06-25,DELIVERED,,True,False,Delivered successfully
ATT-01649,ORD-11551,1,2026-08-05,DELIVERED,,True,False,Delivered successfully
ATT-01650,ORD-11552,1,2026-07-22,DELIVERED,,True,False,Delivered successfully
ATT-01651,ORD-11553,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-01652,ORD-11554,1,2026-08-08,DELIVERED,,True,False,Delivered successfully
ATT-01653,ORD-11555,1,2026-08-19,DELIVERED,,True,False,Delivered successfully
ATT-01654,ORD-11556,1,2026-07-03,DELIVERED,,True,False,Delivered successfully
ATT-01655,ORD-11557,1,2026-08-09,DELIVERED,,True,False,Delivered successfully
ATT-01656,ORD-11558,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-01657,ORD-11559,1,2026-07-30,DELIVERED,,True,False,Delivered successfully
ATT-01658,ORD-11560,1,2026-08-02,DELIVERED,,True,False,Delivered successfully
ATT-01659,ORD-11561,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-01660,ORD-11562,1,2026-06-24,DELIVERED,,True,False,Delivered successfully
ATT-01661,ORD-11563,1,2026-07-07,DELIVERED,,True,False,Delivered successfully
ATT-01662,ORD-11564,1,2026-06-14,DELIVERED,,True,False,Delivered successfully
ATT-01663,ORD-11565,1,2026-06-27,DELIVERED,,True,False,Delivered successfully
ATT-01664,ORD-11566,1,2026-08-07,DELIVERED,,True,False,Delivered successfully
ATT-01665,ORD-11567,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-01666,ORD-11568,1,2026-09-02,DELIVERED,,True,False,Delivered successfully
ATT-01667,ORD-11569,1,2026-07-16,DELIVERED,,True,False,Delivered successfully
ATT-01668,ORD-11570,1,2026-08-07,DELIVERED,,True,False,Delivered successfully
ATT-01669,ORD-11571,1,2026-07-02,DELIVERED,,True,False,Delivered successfully
ATT-01670,ORD-11572,1,2026-07-23,DELIVERED,,True,False,Delivered successfully
ATT-01671,ORD-11573,1,2026-06-07,DELIVERED,,True,False,Delivered successfully
ATT-01672,ORD-11574,1,2026-07-07,FAILED,CUSTOMER_UNAVAILABLE,False,False,Delivery attempt unsuccessful
ATT-01673,ORD-11574,2,2026-07-07,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-01674,ORD-11574,3,2026-07-07,FAILED,DELIVERY_DELAY,False,False,Delivery attempt unsuccessful
ATT-01675,ORD-11575,1,2026-08-27,DELIVERED,,True,False,Delivered successfully
ATT-01676,ORD-11576,1,2026-07-25,DELIVERED,,True,False,Delivered successfully
ATT-01677,ORD-11577,1,2026-07-05,DELIVERED,,True,False,Delivered successfully
ATT-01678,ORD-11578,1,2026-07-14,DELIVERED,,True,False,Delivered successfully
ATT-01679,ORD-11579,1,2026-07-05,DELIVERED,,True,False,Delivered successfully
ATT-01680,ORD-11580,1,2026-09-02,FAILED,CUSTOMER_UNAVAILABLE,False,False,Delivery attempt unsuccessful
ATT-01681,ORD-11580,2,2026-09-02,FAILED,DELIVERY_DELAY,False,False,Delivery attempt unsuccessful
ATT-01682,ORD-11581,1,2026-08-16,DELIVERED,,True,False,Delivered successfully
ATT-01683,ORD-11582,1,2026-08-04,DELIVERED,,True,False,Delivered successfully
ATT-01684,ORD-11583,1,2026-06-16,DELIVERED,,True,False,Delivered successfully
ATT-01685,ORD-11584,1,2026-07-29,DELIVERED,,True,False,Delivered successfully
ATT-01686,ORD-11585,1,2026-08-02,DELIVERED,,True,False,Delivered successfully
ATT-01687,ORD-11586,1,2026-06-05,DELIVERED,,True,False,Delivered successfully
ATT-01688,ORD-11587,1,2026-06-24,DELIVERED,,True,False,Delivered successfully
ATT-01689,ORD-11588,1,2026-08-01,DELIVERED,,True,False,Delivered successfully
ATT-01690,ORD-11589,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-01691,ORD-11590,1,2026-08-04,DELIVERED,,True,False,Delivered successfully
ATT-01692,ORD-11591,1,2026-08-01,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-01693,ORD-11592,1,2026-06-17,DELIVERED,,True,False,Delivered successfully
ATT-01694,ORD-11593,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-01695,ORD-11594,1,2026-08-20,DELIVERED,,True,False,Delivered successfully
ATT-01696,ORD-11595,1,2026-08-28,FAILED,DELIVERY_DELAY,False,False,Delivery attempt unsuccessful
ATT-01697,ORD-11595,2,2026-08-28,FAILED,CUSTOMER_REFUSED,False,False,Delivery attempt unsuccessful
ATT-01698,ORD-11595,3,2026-08-28,FAILED,ADDRESS_INCORRECT,True,False,Delivery attempt unsuccessful
ATT-01699,ORD-11596,1,2026-08-08,DELIVERED,,True,False,Delivered successfully
ATT-01700,ORD-11597,1,2026-08-19,DELIVERED,,True,False,Delivered successfully
ATT-01701,ORD-11598,1,2026-08-29,DELIVERED,,True,False,Delivered successfully
ATT-01702,ORD-11599,1,2026-07-29,DELIVERED,,True,False,Delivered successfully
ATT-01703,ORD-11600,1,2026-06-22,DELIVERED,,True,False,Delivered successfully
ATT-01704,ORD-11601,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-01705,ORD-11602,1,2026-06-24,DELIVERED,,True,False,Delivered successfully
ATT-01706,ORD-11603,1,2026-09-01,DELIVERED,,True,False,Delivered successfully
ATT-01707,ORD-11604,1,2026-08-06,DELIVERED,,True,False,Delivered successfully
ATT-01708,ORD-11605,1,2026-08-23,DELIVERED,,True,False,Delivered successfully
ATT-01709,ORD-11606,1,2026-06-21,DELIVERED,,True,False,Delivered successfully
ATT-01710,ORD-11607,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-01711,ORD-11608,1,2026-06-10,DELIVERED,,True,False,Delivered successfully
ATT-01712,ORD-11609,1,2026-08-07,DELIVERED,,True,False,Delivered successfully
ATT-01713,ORD-11610,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-01714,ORD-11611,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-01715,ORD-11612,1,2026-07-14,DELIVERED,,True,False,Delivered successfully
ATT-01716,ORD-11613,1,2026-06-16,DELIVERED,,True,False,Delivered successfully
ATT-01717,ORD-11614,1,2026-09-02,DELIVERED,,True,False,Delivered successfully
ATT-01718,ORD-11615,1,2026-08-20,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-01719,ORD-11616,1,2026-08-25,DELIVERED,,True,False,Delivered successfully
ATT-01720,ORD-11617,1,2026-08-12,DELIVERED,,True,False,Delivered successfully
ATT-01721,ORD-11618,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-01722,ORD-11619,1,2026-06-13,DELIVERED,,True,False,Delivered successfully
ATT-01723,ORD-11620,1,2026-08-25,DELIVERED,,True,False,Delivered successfully
ATT-01724,ORD-11621,1,2026-08-06,DELIVERED,,True,False,Delivered successfully
ATT-01725,ORD-11622,1,2026-08-24,DELIVERED,,True,False,Delivered successfully
ATT-01726,ORD-11623,1,2026-06-30,FAILED,ADDRESS_NOT_FOUND,True,False,Delivery attempt unsuccessful
ATT-01727,ORD-11623,2,2026-06-30,FAILED,ADDRESS_NOT_FOUND,True,False,Delivery attempt unsuccessful
ATT-01728,ORD-11623,3,2026-06-30,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-01729,ORD-11624,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-01730,ORD-11625,1,2026-08-28,DELIVERED,,True,False,Delivered successfully
ATT-01731,ORD-11626,1,2026-09-01,DELIVERED,,True,False,Delivered successfully
ATT-01732,ORD-11627,1,2026-07-19,DELIVERED,,True,False,Delivered successfully
ATT-01733,ORD-11628,1,2026-08-02,DELIVERED,,True,False,Delivered successfully
ATT-01734,ORD-11629,1,2026-07-15,DELIVERED,,True,False,Delivered successfully
ATT-01735,ORD-11630,1,2026-07-24,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-01736,ORD-11631,1,2026-06-17,DELIVERED,,True,False,Delivered successfully
ATT-01737,ORD-11632,1,2026-07-19,DELIVERED,,True,False,Delivered successfully
ATT-01738,ORD-11633,1,2026-06-12,DELIVERED,,True,False,Delivered successfully
ATT-01739,ORD-11634,1,2026-08-10,DELIVERED,,True,False,Delivered successfully
ATT-01740,ORD-11635,1,2026-07-20,DELIVERED,,True,False,Delivered successfully
ATT-01741,ORD-11636,1,2026-08-12,DELIVERED,,True,False,Delivered successfully
ATT-01742,ORD-11637,1,2026-08-19,FAILED,ADDRESS_INCORRECT,True,False,Delivery attempt unsuccessful
ATT-01743,ORD-11637,2,2026-08-19,FAILED,PINCODE_NOT_SERVICEABLE,True,False,Delivery attempt unsuccessful
ATT-01744,ORD-11638,1,2026-07-08,DELIVERED,,True,False,Delivered successfully
ATT-01745,ORD-11639,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-01746,ORD-11640,1,2026-09-01,DELIVERED,,True,False,Delivered successfully
ATT-01747,ORD-11641,1,2026-07-17,FAILED,ADDRESS_INCORRECT,True,False,Delivery attempt unsuccessful
ATT-01748,ORD-11642,1,2026-07-12,DELIVERED,,True,False,Delivered successfully
ATT-01749,ORD-11643,1,2026-08-10,DELIVERED,,True,False,Delivered successfully
ATT-01750,ORD-11644,1,2026-08-22,DELIVERED,,True,False,Delivered successfully
ATT-01751,ORD-11645,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-01752,ORD-11646,1,2026-06-30,DELIVERED,,True,False,Delivered successfully
ATT-01753,ORD-11647,1,2026-08-25,DELIVERED,,True,False,Delivered successfully
ATT-01754,ORD-11648,1,2026-06-19,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-01755,ORD-11648,2,2026-06-19,FAILED,PHONE_UNREACHABLE,True,False,Delivery attempt unsuccessful
ATT-01756,ORD-11648,3,2026-06-19,FAILED,ADDRESS_NOT_FOUND,False,False,Delivery attempt unsuccessful
ATT-01757,ORD-11649,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-01758,ORD-11650,1,2026-07-19,DELIVERED,,True,False,Delivered successfully
ATT-01759,ORD-11651,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-01760,ORD-11652,1,2026-07-18,DELIVERED,,True,False,Delivered successfully
ATT-01761,ORD-11653,1,2026-08-15,DELIVERED,,True,False,Delivered successfully
ATT-01762,ORD-11654,1,2026-07-16,DELIVERED,,True,False,Delivered successfully
ATT-01763,ORD-11655,1,2026-07-19,DELIVERED,,True,False,Delivered successfully
ATT-01764,ORD-11656,1,2026-07-24,DELIVERED,,True,False,Delivered successfully
ATT-01765,ORD-11657,1,2026-08-16,DELIVERED,,True,False,Delivered successfully
ATT-01766,ORD-11658,1,2026-06-30,DELIVERED,,True,False,Delivered successfully
ATT-01767,ORD-11659,1,2026-07-30,DELIVERED,,True,False,Delivered successfully
ATT-01768,ORD-11660,1,2026-07-23,DELIVERED,,True,False,Delivered successfully
ATT-01769,ORD-11661,1,2026-06-25,FAILED,ADDRESS_NOT_FOUND,True,False,Delivery attempt unsuccessful
ATT-01770,ORD-11661,2,2026-06-25,FAILED,DELIVERY_DELAY,True,False,Delivery attempt unsuccessful
ATT-01771,ORD-11662,1,2026-08-20,DELIVERED,,True,False,Delivered successfully
ATT-01772,ORD-11663,1,2026-06-11,DELIVERED,,True,False,Delivered successfully
ATT-01773,ORD-11664,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-01774,ORD-11665,1,2026-07-08,DELIVERED,,True,False,Delivered successfully
ATT-01775,ORD-11666,1,2026-06-29,DELIVERED,,True,False,Delivered successfully
ATT-01776,ORD-11667,1,2026-07-08,DELIVERED,,True,False,Delivered successfully
ATT-01777,ORD-11668,1,2026-07-18,DELIVERED,,True,False,Delivered successfully
ATT-01778,ORD-11669,1,2026-07-29,DELIVERED,,True,False,Delivered successfully
ATT-01779,ORD-11670,1,2026-07-11,DELIVERED,,True,False,Delivered successfully
ATT-01780,ORD-11671,1,2026-06-25,DELIVERED,,True,False,Delivered successfully
ATT-01781,ORD-11672,1,2026-07-14,DELIVERED,,True,False,Delivered successfully
ATT-01782,ORD-11673,1,2026-08-08,DELIVERED,,True,False,Delivered successfully
ATT-01783,ORD-11674,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-01784,ORD-11675,1,2026-07-13,DELIVERED,,True,False,Delivered successfully
ATT-01785,ORD-11676,1,2026-07-12,DELIVERED,,True,False,Delivered successfully
ATT-01786,ORD-11677,1,2026-06-26,DELIVERED,,True,False,Delivered successfully
ATT-01787,ORD-11678,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-01788,ORD-11679,1,2026-08-29,DELIVERED,,True,False,Delivered successfully
ATT-01789,ORD-11680,1,2026-08-14,DELIVERED,,True,False,Delivered successfully
ATT-01790,ORD-11681,1,2026-08-30,DELIVERED,,True,False,Delivered successfully
ATT-01791,ORD-11682,1,2026-06-28,DELIVERED,,True,False,Delivered successfully
ATT-01792,ORD-11683,1,2026-06-28,DELIVERED,,True,False,Delivered successfully
ATT-01793,ORD-11684,1,2026-07-20,DELIVERED,,True,False,Delivered successfully
ATT-01794,ORD-11685,1,2026-08-13,DELIVERED,,True,False,Delivered successfully
ATT-01795,ORD-11686,1,2026-07-03,DELIVERED,,True,False,Delivered successfully
ATT-01796,ORD-11687,1,2026-07-16,DELIVERED,,True,False,Delivered successfully
ATT-01797,ORD-11688,1,2026-07-15,DELIVERED,,True,False,Delivered successfully
ATT-01798,ORD-11689,1,2026-07-07,DELIVERED,,True,False,Delivered successfully
ATT-01799,ORD-11690,1,2026-08-10,DELIVERED,,True,False,Delivered successfully
ATT-01800,ORD-11691,1,2026-08-17,DELIVERED,,True,False,Delivered successfully
ATT-01801,ORD-11692,1,2026-08-13,DELIVERED,,True,False,Delivered successfully
ATT-01802,ORD-11693,1,2026-08-13,DELIVERED,,True,False,Delivered successfully
ATT-01803,ORD-11694,1,2026-06-29,DELIVERED,,True,False,Delivered successfully
ATT-01804,ORD-11695,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-01805,ORD-11696,1,2026-07-08,DELIVERED,,True,False,Delivered successfully
ATT-01806,ORD-11697,1,2026-08-28,DELIVERED,,True,False,Delivered successfully
ATT-01807,ORD-11698,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-01808,ORD-11699,1,2026-07-02,DELIVERED,,True,False,Delivered successfully
ATT-01809,ORD-11700,1,2026-07-30,DELIVERED,,True,False,Delivered successfully
ATT-01810,ORD-11701,1,2026-08-08,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-01811,ORD-11701,2,2026-08-08,FAILED,PINCODE_NOT_SERVICEABLE,False,False,Delivery attempt unsuccessful
ATT-01812,ORD-11701,3,2026-08-08,FAILED,PINCODE_NOT_SERVICEABLE,True,False,Delivery attempt unsuccessful
ATT-01813,ORD-11702,1,2026-07-26,DELIVERED,,True,False,Delivered successfully
ATT-01814,ORD-11703,1,2026-06-29,DELIVERED,,True,False,Delivered successfully
ATT-01815,ORD-11704,1,2026-06-08,DELIVERED,,True,False,Delivered successfully
ATT-01816,ORD-11705,1,2026-08-31,DELIVERED,,True,False,Delivered successfully
ATT-01817,ORD-11706,1,2026-08-17,DELIVERED,,True,False,Delivered successfully
ATT-01818,ORD-11707,1,2026-07-21,DELIVERED,,True,False,Delivered successfully
ATT-01819,ORD-11708,1,2026-08-02,DELIVERED,,True,False,Delivered successfully
ATT-01820,ORD-11709,1,2026-08-01,DELIVERED,,True,False,Delivered successfully
ATT-01821,ORD-11710,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-01822,ORD-11711,1,2026-06-30,DELIVERED,,True,False,Delivered successfully
ATT-01823,ORD-11712,1,2026-06-15,DELIVERED,,True,False,Delivered successfully
ATT-01824,ORD-11713,1,2026-07-23,DELIVERED,,True,False,Delivered successfully
ATT-01825,ORD-11714,1,2026-08-05,DELIVERED,,True,False,Delivered successfully
ATT-01826,ORD-11715,1,2026-07-23,DELIVERED,,True,False,Delivered successfully
ATT-01827,ORD-11716,1,2026-06-25,DELIVERED,,True,False,Delivered successfully
ATT-01828,ORD-11717,1,2026-08-03,DELIVERED,,True,False,Delivered successfully
ATT-01829,ORD-11718,1,2026-08-19,DELIVERED,,True,False,Delivered successfully
ATT-01830,ORD-11719,1,2026-07-04,FAILED,DELIVERY_DELAY,True,False,Delivery attempt unsuccessful
ATT-01831,ORD-11719,2,2026-07-04,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-01832,ORD-11719,3,2026-07-04,FAILED,ADDRESS_INCORRECT,False,False,Delivery attempt unsuccessful
ATT-01833,ORD-11720,1,2026-07-13,DELIVERED,,True,False,Delivered successfully
ATT-01834,ORD-11721,1,2026-07-19,DELIVERED,,True,False,Delivered successfully
ATT-01835,ORD-11722,1,2026-08-24,DELIVERED,,True,False,Delivered successfully
ATT-01836,ORD-11723,1,2026-08-21,DELIVERED,,True,False,Delivered successfully
ATT-01837,ORD-11724,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-01838,ORD-11725,1,2026-06-29,DELIVERED,,True,False,Delivered successfully
ATT-01839,ORD-11726,1,2026-07-01,DELIVERED,,True,False,Delivered successfully
ATT-01840,ORD-11727,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-01841,ORD-11728,1,2026-06-24,DELIVERED,,True,False,Delivered successfully
ATT-01842,ORD-11729,1,2026-07-26,DELIVERED,,True,False,Delivered successfully
ATT-01843,ORD-11730,1,2026-08-31,DELIVERED,,True,False,Delivered successfully
ATT-01844,ORD-11731,1,2026-07-19,DELIVERED,,True,False,Delivered successfully
ATT-01845,ORD-11732,1,2026-06-16,DELIVERED,,True,False,Delivered successfully
ATT-01846,ORD-11733,1,2026-07-11,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-01847,ORD-11733,2,2026-07-11,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-01848,ORD-11734,1,2026-07-02,DELIVERED,,True,False,Delivered successfully
ATT-01849,ORD-11735,1,2026-07-26,DELIVERED,,True,False,Delivered successfully
ATT-01850,ORD-11736,1,2026-08-17,DELIVERED,,True,False,Delivered successfully
ATT-01851,ORD-11737,1,2026-06-12,DELIVERED,,True,False,Delivered successfully
ATT-01852,ORD-11738,1,2026-07-13,DELIVERED,,True,False,Delivered successfully
ATT-01853,ORD-11739,1,2026-07-16,DELIVERED,,True,False,Delivered successfully
ATT-01854,ORD-11740,1,2026-08-18,DELIVERED,,True,False,Delivered successfully
ATT-01855,ORD-11741,1,2026-07-04,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-01856,ORD-11742,1,2026-06-11,DELIVERED,,True,False,Delivered successfully
ATT-01857,ORD-11743,1,2026-07-16,DELIVERED,,True,False,Delivered successfully
ATT-01858,ORD-11744,1,2026-06-16,DELIVERED,,True,False,Delivered successfully
ATT-01859,ORD-11745,1,2026-07-17,DELIVERED,,True,False,Delivered successfully
ATT-01860,ORD-11746,1,2026-07-24,DELIVERED,,True,False,Delivered successfully
ATT-01861,ORD-11747,1,2026-08-15,DELIVERED,,True,False,Delivered successfully
ATT-01862,ORD-11748,1,2026-08-21,DELIVERED,,True,False,Delivered successfully
ATT-01863,ORD-11749,1,2026-07-11,DELIVERED,,True,False,Delivered successfully
ATT-01864,ORD-11750,1,2026-07-17,DELIVERED,,True,False,Delivered successfully
ATT-01865,ORD-11751,1,2026-06-06,DELIVERED,,True,False,Delivered successfully
ATT-01866,ORD-11752,1,2026-07-29,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-01867,ORD-11752,2,2026-07-29,FAILED,CUSTOMER_REFUSED,False,False,Delivery attempt unsuccessful
ATT-01868,ORD-11753,1,2026-08-21,DELIVERED,,True,False,Delivered successfully
ATT-01869,ORD-11754,1,2026-07-15,DELIVERED,,True,False,Delivered successfully
ATT-01870,ORD-11755,1,2026-06-07,DELIVERED,,True,False,Delivered successfully
ATT-01871,ORD-11756,1,2026-08-20,FAILED,CUSTOMER_UNAVAILABLE,True,False,Delivery attempt unsuccessful
ATT-01872,ORD-11756,2,2026-08-20,FAILED,CUSTOMER_REFUSED,True,False,Delivery attempt unsuccessful
ATT-01873,ORD-11757,1,2026-06-09,DELIVERED,,True,False,Delivered successfully
ATT-01874,ORD-11758,1,2026-07-08,DELIVERED,,True,False,Delivered successfully
ATT-01875,ORD-11759,1,2026-08-27,DELIVERED,,True,False,Delivered successfully
ATT-01876,ORD-11760,1,2026-08-31,DELIVERED,,True,False,Delivered successfully
ATT-01877,ORD-11761,1,2026-07-22,DELIVERED,,True,False,Delivered successfully
ATT-01878,ORD-11762,1,2026-08-22,DELIVERED,,True,False,Delivered successfully
ATT-01879,ORD-11763,1,2026-08-30,DELIVERED,,True,False,Delivered successfully
ATT-01880,ORD-11764,1,2026-08-12,DELIVERED,,True,False,Delivered successfully
ATT-01881,ORD-11765,1,2026-07-06,DELIVERED,,True,False,Delivered successfully
ATT-01882,ORD-11766,1,2026-08-21,DELIVERED,,True,False,Delivered successfully
